"dataset","subject_id","activity","tBodyAcc.mean.X","tBodyAcc.mean.Y","tBodyAcc.mean.Z","tBodyAcc.std.X","tBodyAcc.std.Y","tBodyAcc.std.Z","tGravityAcc.mean.X","tGravityAcc.mean.Y","tGravityAcc.mean.Z","tGravityAcc.std.X","tGravityAcc.std.Y","tGravityAcc.std.Z","tBodyAccJerk.mean.X","tBodyAccJerk.mean.Y","tBodyAccJerk.mean.Z","tBodyAccJerk.std.X","tBodyAccJerk.std.Y","tBodyAccJerk.std.Z","tBodyGyro.mean.X","tBodyGyro.mean.Y","tBodyGyro.mean.Z","tBodyGyro.std.X","tBodyGyro.std.Y","tBodyGyro.std.Z","tBodyGyroJerk.mean.X","tBodyGyroJerk.mean.Y","tBodyGyroJerk.mean.Z","tBodyGyroJerk.std.X","tBodyGyroJerk.std.Y","tBodyGyroJerk.std.Z","tBodyAccMag.mean","tBodyAccMag.std","tGravityAccMag.mean","tGravityAccMag.std","tBodyAccJerkMag.mean","tBodyAccJerkMag.std","tBodyGyroMag.mean","tBodyGyroMag.std","tBodyGyroJerkMag.mean","tBodyGyroJerkMag.std","fBodyAcc.mean.X","fBodyAcc.mean.Y","fBodyAcc.mean.Z","fBodyAcc.std.X","fBodyAcc.std.Y","fBodyAcc.std.Z","fBodyAccJerk.mean.X","fBodyAccJerk.mean.Y","fBodyAccJerk.mean.Z","fBodyAccJerk.std.X","fBodyAccJerk.std.Y","fBodyAccJerk.std.Z","fBodyGyro.mean.X","fBodyGyro.mean.Y","fBodyGyro.mean.Z","fBodyGyro.std.X","fBodyGyro.std.Y","fBodyGyro.std.Z","fBodyAccMag.mean","fBodyAccMag.std","fBodyAccJerkMag.mean","fBodyAccJerkMag.std","fBodyGyroMag.mean","fBodyGyroMag.std","fBodyGyroJerkMag.mean","fBodyGyroJerkMag.std"
"train_set",19,"LAYING",0.2616735,-0.017775903,-0.10271541,-0.9882925,-0.98153271,-0.98435977,-0.49961091,0.68734269,0.75273964,-0.99018849,-0.9910023,-0.98862001,0.073065366,0.0013253809,-0.0027035612,-0.98396585,-0.98594208,-0.99266121,-0.037527424,-0.060509479,0.05766718,-0.98970413,-0.98765782,-0.97214693,-0.10032316,-0.042030645,-0.074197198,-0.98798414,-0.990741,-0.98797452,-0.98504918,-0.99156968,-0.98504918,-0.99156968,-0.98854211,-0.98951208,-0.97642077,-0.98820618,-0.98994428,-0.99251199,-0.98546989,-0.98069317,-0.98799359,-0.98958587,-0.98206189,-0.98243589,-0.98370379,-0.98583871,-0.99069801,-0.98573191,-0.9870837,-0.99328663,-0.98654579,-0.98750573,-0.97073819,-0.99065532,-0.98774993,-0.9750293,-0.99051044,-0.99273547,-0.98729053,-0.99206103,-0.9893215,-0.98921865,-0.99219598,-0.99313149
"train_set",7,"STANDING",0.27645863,-0.0031507977,-0.090097674,-0.95556208,-0.80158953,-0.8878013,0.96184906,-0.17304502,0.11571676,-0.99589912,-0.9842258,-0.9655722,0.075034806,0.017533088,-0.0030461652,-0.95005857,-0.85291012,-0.9094404,-0.030234306,-0.068799473,0.06803165,-0.86648826,-0.87771328,-0.88323721,-0.1047658,-0.042878601,-0.053152129,-0.88339962,-0.92049022,-0.91303274,-0.91942978,-0.82704552,-0.91942978,-0.82704552,-0.93301764,-0.84854474,-0.89372084,-0.77336372,-0.93809669,-0.87507053,-0.95420943,-0.83445222,-0.88446035,-0.95594677,-0.79738445,-0.89825542,-0.95262091,-0.8809895,-0.89994743,-0.95166271,-0.8333837,-0.91734348,-0.86440525,-0.88043682,-0.87610573,-0.8684545,-0.87682747,-0.89621383,-0.83335775,-0.84934286,-0.85563927,-0.83924881,-0.82981924,-0.77681085,-0.88904226,-0.86662233
"train_set",3,"WALKING_DOWNSTAIRS",0.33965369,-0.0011800018,-0.11949014,-0.18126779,-0.19068849,-0.4406065,0.93926354,-0.21404073,-0.10689689,-0.95025548,-0.89069345,-0.93434044,-0.040672637,-0.023413545,-0.0030807857,-0.30159863,-0.29086817,-0.63133584,-0.38146026,0.15741573,0.20591703,-0.55037808,-0.58620364,-0.49672478,-0.065231627,-0.12315625,-0.04890889,-0.35861048,-0.70420354,-0.49653914,-0.20402122,-0.14058647,-0.20402122,-0.14058647,-0.37306148,-0.30224355,-0.35729546,-0.50376961,-0.56901324,-0.62768426,-0.2319254,-0.1732663,-0.4721343,-0.16207234,-0.25127127,-0.46696369,-0.33367552,-0.29940272,-0.58934368,-0.32963045,-0.33165301,-0.67208096,-0.37449115,-0.57167413,-0.39683012,-0.6074283,-0.5983243,-0.58021207,-0.084701976,-0.30727175,-0.29617129,-0.31379936,-0.4831111,-0.60797362,-0.62485549,-0.65751161
"test_set",20,"LAYING",0.19724084,-0.02165594,-0.079829927,-0.93427952,-0.93026315,-0.87275073,-0.31608816,0.87651619,0.48066665,-0.96614313,-0.98739732,-0.97715727,0.032395781,-0.026251063,0.059587466,-0.9730816,-0.95468507,-0.95913921,-0.062453206,-0.036721791,0.042311419,-0.93474775,-0.91498696,-0.92224083,-0.096422225,-0.011641605,-0.018615941,-0.96606598,-0.94508035,-0.96685872,-0.93076307,-0.84138675,-0.93076307,-0.84138675,-0.97061236,-0.9450165,-0.93321709,-0.84978435,-0.96485853,-0.93469243,-0.9375565,-0.93359941,-0.88800993,-0.93280002,-0.93184854,-0.87337049,-0.97300452,-0.95100728,-0.95167274,-0.97560827,-0.96325398,-0.96561902,-0.93793135,-0.91969317,-0.93433777,-0.93465443,-0.91268601,-0.92547283,-0.86927318,-0.8508881,-0.94584428,-0.94262381,-0.89496144,-0.84811472,-0.93842711,-0.93404168
"train_set",1,"WALKING",0.30804575,-0.023300458,-0.07970154,-0.19869979,0.13432199,-0.17723723,0.9568354,-0.24566304,-0.019715884,-0.99038534,-0.98497605,-0.96773304,-0.0037799747,-0.18764548,-0.22861387,-0.048773463,0.096493976,-0.50771295,-0.017010965,-0.13213207,0.1188107,-0.50791561,-0.010991653,-0.34020651,0.02969876,-0.28120195,-0.12474305,-0.19883364,-0.32634804,-0.35025523,-0.064423256,-0.15965905,-0.064423256,-0.15965905,-0.088474992,-0.066587764,-0.15839268,-0.18043843,-0.29703671,-0.34890167,-0.17194118,0.15270123,-0.27350035,-0.20945091,0.052367883,-0.18944016,-0.12108708,-3.1199341e-05,-0.46027599,-0.057271875,0.12994694,-0.55316504,-0.37337778,-0.12974485,-0.23528596,-0.5505884,0.048823244,-0.4388233,-0.052787972,-0.35713929,-0.006305701,-0.15557509,-0.19874266,-0.30999068,-0.33434807,-0.41546378
"train_set",26,"WALKING_DOWNSTAIRS",0.22173861,-0.0205385,-0.089114259,0.1499251,-0.14220667,-0.37332745,0.93802846,-0.055865329,0.15399266,-0.93583346,-0.92123166,-0.94091778,-0.031042339,-0.11011071,-0.18946961,-0.19713112,-0.22800733,-0.41768405,-0.090653638,-0.11125081,0.15466769,-0.47306289,-0.54298425,-0.39058015,-0.27702802,-0.12194508,-0.19883504,-0.21694584,-0.57351255,-0.34695488,0.064484342,0.08292447,0.064484342,0.08292447,-0.23160725,-0.19958444,-0.39814929,-0.4595942,-0.42831289,-0.52679469,-0.024135934,-0.13027509,-0.33452948,0.21169129,-0.20283226,-0.44962061,-0.22288754,-0.28935252,-0.37298216,-0.24140703,-0.21152652,-0.45962087,-0.21077793,-0.51109413,-0.26842691,-0.56163852,-0.56707446,-0.49218833,0.021720868,-0.052652079,-0.23351504,-0.16288692,-0.42944385,-0.57989473,-0.52310243,-0.56541949
"train_set",25,"LAYING",0.2807534,-0.018151602,-0.10646717,-0.99112763,-0.99670839,-0.99387636,-0.29506367,0.90312331,0.42344686,-0.99184376,-0.99679623,-0.99079506,0.078209638,0.01108414,-0.0031975537,-0.99763815,-0.99174901,-0.98825687,-0.027059765,-0.078639972,0.08888704,-0.9979386,-0.98988355,-0.99671239,-0.099509245,-0.038255249,-0.05657899,-0.99775367,-0.99659858,-0.9961678,-0.99513446,-0.99605292,-0.99513446,-0.99605292,-0.99360614,-0.99155233,-0.994288,-0.99270931,-0.99740861,-0.99836794,-0.99548426,-0.99396281,-0.99205026,-0.98934779,-0.99762988,-0.99485413,-0.99792132,-0.99172091,-0.98810052,-0.99747267,-0.99236871,-0.9867394,-0.99738609,-0.9937483,-0.99588948,-0.99807236,-0.98786167,-0.99731631,-0.99510718,-0.9966504,-0.99144054,-0.99026479,-0.99441605,-0.99252299,-0.99823142,-0.99835855
"train_set",19,"WALKING_DOWNSTAIRS",0.44015435,0.022606349,-0.22299543,0.85331715,0.51456467,0.29557971,0.82405959,-0.21654636,-0.33575608,-0.91202991,-0.98024044,-0.938731,-0.44205304,0.67966323,-0.043430955,0.69640146,0.24581168,0.11912814,0.30451184,-0.27595087,-0.082567069,0.44325434,0.27264454,0.17365054,-1,0.61488271,0.57356862,0.27874808,0.36849772,0.11458094,0.85845198,0.53847598,0.85845198,0.53847598,0.5224301,0.53805456,0.60948135,0.38063858,0.33335261,0.21773985,0.72293753,0.53987486,0.3198894,0.90208302,0.40440808,0.17414388,0.54958998,0.21632554,0.21315713,0.69886097,0.19207335,0.028530087,0.82693067,0.63622751,0.46459616,0.32155264,-0.026481808,-0.046700453,0.74508523,0.16823958,0.58787898,0.46077853,0.44486668,0.09135464,0.15556826,0.21282351
"train_set",15,"SITTING",0.2795815,-0.017093804,-0.10796962,-0.99775093,-0.99156893,-0.99229318,0.97028558,0.032671353,0.061650528,-0.99908485,-0.99803122,-0.99269202,0.073881805,0.0053222561,-0.010315591,-0.99690644,-0.99013991,-0.99276535,-0.02729717,-0.07940567,0.089888486,-0.99908795,-0.99028299,-0.99275805,-0.098188822,-0.039746218,-0.055179462,-0.99826162,-0.99743673,-0.99642276,-0.99709644,-0.99611516,-0.99709644,-0.99611516,-0.99450507,-0.99577132,-0.99385225,-0.99265116,-0.99815947,-0.99863479,-0.99770443,-0.98970471,-0.99229189,-0.99769693,-0.9921066,-0.99199829,-0.99734544,-0.9903782,-0.99213784,-0.99661635,-0.99050906,-0.9917926,-0.99882259,-0.99435538,-0.99421306,-0.99914787,-0.98818935,-0.9927464,-0.99588532,-0.9960437,-0.99497933,-0.99588281,-0.99503759,-0.99204929,-0.99830992,-0.99900551
"train_set",22,"WALKING",0.28005185,-0.019596441,-0.10276525,-0.032353405,0.14521055,-0.16444996,0.91941987,-0.29147875,-0.066203982,-0.9851617,-0.97911762,-0.98343996,0.17060951,-0.040496332,0.13071227,-0.042373331,0.39624807,-0.27224889,-0.15613407,-0.074878649,0.13551285,-0.28017251,-0.4623262,-0.11696561,-0.15255848,-0.031726474,-0.061486138,-0.29159915,-0.62279935,-0.3150507,0.071539947,-0.15650834,0.071539947,-0.15650834,0.03862058,0.15362094,-0.18487738,-0.30843188,-0.47162759,-0.55953905,-0.19673747,0.24898134,-0.23531756,0.025289581,0.012031596,-0.19113623,-0.15358829,0.29210942,-0.26233359,-0.013721236,0.41845539,-0.28010071,-0.19077609,-0.49183273,-0.1289635,-0.31116901,-0.44861116,-0.19372851,0.0013146606,-0.39213189,0.13467133,0.17166281,-0.46895111,-0.32595441,-0.58882607,-0.55338917
"train_set",27,"STANDING",0.27688012,-0.018878067,-0.11033474,-0.99571974,-0.99174737,-0.98567027,0.96528491,-0.19530508,0.016665361,-0.99846787,-0.99554102,-0.98896452,0.077461693,0.008570225,0.0055461747,-0.9916498,-0.9902037,-0.99025835,-0.027778974,-0.070835858,0.08762465,-0.9931336,-0.98879723,-0.99650471,-0.098948595,-0.037530102,-0.054142666,-0.99303672,-0.99318389,-0.99543117,-0.99406233,-0.99229514,-0.99406233,-0.99229514,-0.99144091,-0.993568,-0.99242927,-0.98938706,-0.99536667,-0.99258168,-0.99437338,-0.98964348,-0.98594021,-0.99638087,-0.99243546,-0.985721,-0.9924676,-0.98970398,-0.9887442,-0.99140416,-0.99160496,-0.99026538,-0.99143142,-0.98877217,-0.99502487,-0.99361015,-0.98879856,-0.99747873,-0.9913761,-0.99326451,-0.9921832,-0.9936379,-0.98890677,-0.99152452,-0.99224197,-0.99312943
"test_set",20,"WALKING_DOWNSTAIRS",0.32741452,0.019221289,-0.09161998,0.17871809,0.63521946,-0.25060848,0.93699886,-0.25325288,0.03760515,-0.92116907,-0.91295431,-0.94372731,0.55631387,-0.19927439,0.20651537,-0.21588166,0.38557526,-0.44530918,0.4183859,-0.41090955,0.10182183,-0.34265277,-0.18313321,0.32504681,-0.021549354,-0.12251115,0.12948468,-0.065477965,-0.42700544,0.18377113,0.29856917,0.14380966,0.29856917,0.14380966,-0.049067331,-0.05582976,0.076056051,-0.017838534,-0.22135223,-0.30587455,-0.033461078,0.52625259,-0.25358523,0.25256393,0.58732516,-0.3096375,-0.30367272,0.26864034,-0.43816163,-0.19550906,0.42233682,-0.45049828,-0.13818353,-0.23944086,0.39672587,-0.4077467,-0.15593313,0.17953029,0.088861974,-0.004525106,-0.12540002,0.019723623,-0.14922922,-0.097822364,-0.34513577,-0.30500797
"train_set",25,"WALKING_DOWNSTAIRS",0.2620264,-0.052642183,-0.056855449,-0.24254979,-0.0057309799,-0.38107148,0.97268473,-0.091748252,0.1009734,-0.96748103,-0.9443917,-0.94750255,0.29118848,-0.098715291,0.10716547,-0.4207393,-0.32455062,-0.57686119,-0.37423758,0.042297156,-0.081168358,-0.10154951,-0.42971885,-0.54577098,0.070315747,-0.11027331,-0.067790411,-0.37957328,-0.74828151,-0.59177005,-0.18185254,-0.17388728,-0.18185254,-0.17388728,-0.4267813,-0.36218997,-0.054442987,-0.28953633,-0.61514358,-0.65570605,-0.2714043,-0.14337017,-0.47283424,-0.23138109,-0.0013318931,-0.38017217,-0.43164455,-0.37949075,-0.59561024,-0.46129647,-0.30869777,-0.55922565,-0.059161223,-0.55151337,-0.49368658,-0.12250453,-0.369911,-0.60568465,-0.15336719,-0.31394509,-0.33263433,-0.40595375,-0.40559072,-0.33455995,-0.64178844,-0.69998085
"train_set",1,"WALKING",0.25012584,-0.02268563,-0.064799659,-0.44418133,-0.0022360513,-0.29624361,0.92433486,-0.31690418,-0.12403738,-0.98133554,-0.9537816,-0.90306472,0.15069881,0.048275433,-0.022914457,-0.32914155,-0.12424156,-0.52616792,0.071330724,-0.14158932,-0.021050841,-0.52599284,-0.19391406,-0.48833611,-0.095171388,-0.1422554,-0.076998866,-0.33620135,-0.38768923,-0.48442482,-0.26994724,-0.33820437,-0.26994724,-0.33820437,-0.30629079,-0.25509464,-0.29032084,-0.27327699,-0.37752385,-0.44852996,-0.45343632,-0.16950503,-0.42664059,-0.44047046,0.014638399,-0.28298406,-0.38067403,-0.27930657,-0.53288611,-0.33451265,-0.021539521,-0.51882956,-0.46024147,-0.27825445,-0.42426181,-0.54822926,-0.15157752,-0.55792423,-0.30477768,-0.46036622,-0.2796107,-0.22946549,-0.33185305,-0.35754613,-0.4804871,-0.44670987
"test_set",4,"SITTING",0.27780483,-0.036323811,-0.10447288,-0.98541653,-0.91336145,-0.97719365,0.97677559,-0.030769887,0.032087301,-0.99695776,-0.94281058,-0.99419828,0.075116901,0.034709804,0.00189104,-0.97455479,-0.90090109,-0.97838562,-0.057150873,-0.083981542,0.092181599,-0.95309967,-0.96837424,-0.93025701,-0.075108692,-0.038296116,-0.065485451,-0.96866359,-0.98681227,-0.95164762,-0.96093323,-0.94257677,-0.96093323,-0.94257677,-0.95723309,-0.93486574,-0.9444888,-0.93377074,-0.97709626,-0.97367245,-0.9816491,-0.89722785,-0.97353149,-0.98717962,-0.92790559,-0.98079017,-0.97632366,-0.90272505,-0.97380394,-0.97481142,-0.90575536,-0.98185604,-0.94665295,-0.9741986,-0.92724552,-0.95518063,-0.96528467,-0.93749932,-0.93575648,-0.95486722,-0.93798278,-0.92961841,-0.95513352,-0.9320606,-0.97723097,-0.97074313
"test_set",24,"STANDING",0.28045429,-0.014758204,-0.094663746,-0.99499336,-0.97698218,-0.97655856,0.96527395,-0.14557546,-0.098453655,-0.9960849,-0.98891828,-0.98966605,0.080143374,0.016241889,0.030957537,-0.99489463,-0.9847722,-0.99477269,-0.033449989,-0.042846263,0.075439536,-0.98086185,-0.98742923,-0.98673308,-0.099351872,-0.037327353,-0.051145498,-0.98810547,-0.99344187,-0.99390031,-0.98473889,-0.98235396,-0.98473889,-0.98235396,-0.99358231,-0.9936129,-0.97856559,-0.97782925,-0.99274312,-0.99404405,-0.99396242,-0.97823556,-0.97985138,-0.995433,-0.97665847,-0.9754598,-0.99519845,-0.98493505,-0.99415681,-0.9949548,-0.98563666,-0.99381582,-0.98045595,-0.9893469,-0.98756716,-0.98104579,-0.98629768,-0.98748631,-0.98231655,-0.9840416,-0.99266307,-0.99379399,-0.98503045,-0.97688137,-0.99443118,-0.99347445
"train_set",21,"STANDING",0.286482,-0.0041988449,-0.11614563,-0.97844679,-0.95164716,-0.96197002,0.89950738,-0.32540165,-0.17854758,-0.98949744,-0.97343618,-0.9866971,0.072689474,0.0081951386,-0.015867947,-0.97986847,-0.95884497,-0.97725332,-0.046552801,-0.092668137,0.072248529,-0.97394799,-0.95157325,-0.96546518,-0.10481046,-0.024160432,-0.051648773,-0.97649168,-0.97976651,-0.98398788,-0.9675821,-0.95896495,-0.9675821,-0.95896495,-0.97851973,-0.96260372,-0.95628415,-0.95040034,-0.98256798,-0.97733009,-0.97613436,-0.95211503,-0.96491489,-0.97933025,-0.95337027,-0.96228409,-0.97953567,-0.96092423,-0.97438089,-0.98209866,-0.95918558,-0.97860706,-0.96995515,-0.9588539,-0.96935258,-0.97517618,-0.94773911,-0.96717748,-0.96819564,-0.95924892,-0.96687251,-0.95567663,-0.96233352,-0.9510147,-0.98081346,-0.97428071
"train_set",5,"STANDING",0.27628775,-0.0086810748,-0.10759362,-0.98421274,-0.94946331,-0.86988996,0.95291661,-0.016873091,0.18919928,-0.99209072,-0.99132316,-0.94262966,0.085884805,0.034366643,-0.045030844,-0.97939488,-0.94533199,-0.97306272,-0.0095670345,-0.11662129,0.063002327,-0.96827397,-0.94297136,-0.93033691,-0.10491175,-0.070748014,-0.049663971,-0.96769366,-0.97766644,-0.96727078,-0.93275728,-0.94938965,-0.93275728,-0.94938965,-0.96596928,-0.97130617,-0.93635744,-0.95309322,-0.97267278,-0.98057803,-0.98107846,-0.94380442,-0.92534424,-0.98558752,-0.95492046,-0.85351975,-0.98004951,-0.94364849,-0.96950134,-0.98046059,-0.95158123,-0.97513223,-0.95865302,-0.95300006,-0.94130377,-0.97127494,-0.93777898,-0.93316581,-0.95178013,-0.95468886,-0.9729818,-0.96756421,-0.96036095,-0.95597524,-0.98045511,-0.98172102
"train_set",27,"LAYING",0.27501577,-0.016701014,-0.10608583,-0.99297149,-0.98737472,-0.99439726,-0.50139416,0.60091693,0.82262746,-0.99443048,-0.99831666,-0.99774045,0.077953917,0.0078328515,0.0043555904,-0.99341976,-0.98892357,-0.99138409,-0.02732667,-0.075884991,0.087818886,-0.99662702,-0.99685112,-0.99612811,-0.09818718,-0.039342375,-0.056363501,-0.99634094,-0.99735761,-0.99487747,-0.99414468,-0.99608387,-0.99414468,-0.99608387,-0.99220543,-0.99464987,-0.9969677,-0.99809487,-0.99723856,-0.99822781,-0.99294144,-0.98679431,-0.99382816,-0.99284931,-0.9873835,-0.99435131,-0.99370964,-0.98841803,-0.99002059,-0.99363215,-0.99042325,-0.99123729,-0.99576455,-0.99683455,-0.99492666,-0.99684842,-0.99680081,-0.99696293,-0.9948742,-0.99691813,-0.99330854,-0.99586717,-0.99784677,-0.99857913,-0.99808331,-0.99817721
"train_set",8,"WALKING_UPSTAIRS",0.30700515,-0.01171692,-0.19959722,-0.19393352,0.37420064,0.15385817,0.82013478,-0.27871337,-0.38379861,-0.96979303,-0.96045045,-0.9272186,-0.41494986,0.012918228,-0.020134087,-0.27062498,-0.13482531,-0.41106102,0.11980029,-0.08221202,0.12484231,-0.38067802,-0.23984608,0.76193036,-0.0085596311,0.38260089,0.31518993,-0.51634328,-0.48254156,-0.4220168,0.1285815,-0.27741986,0.1285815,-0.27741986,-0.20190439,-0.31472802,0.091040889,-0.046851379,-0.47167391,-0.52904806,-0.10262178,0.17053455,0.011664701,-0.23281105,0.38563605,0.13988503,-0.2235555,-0.11830441,-0.32050172,-0.39806336,-0.2198158,-0.50467221,-0.30214037,-0.15690285,0.29126799,-0.40776107,-0.30133192,0.72935046,-0.19069159,-0.44360225,-0.20901413,-0.48412209,-0.28473755,-0.062644987,-0.52763514,-0.5639542
"test_set",9,"STANDING",0.2750132,-0.015239279,-0.10954591,-0.9964764,-0.98741215,-0.98410382,0.96048224,-0.037271915,0.16410745,-0.99885248,-0.99544981,-0.98985513,0.077910389,0.0056059158,-0.006419087,-0.99506287,-0.98642315,-0.98998979,-0.028258173,-0.083080828,0.090540358,-0.97734503,-0.9881769,-0.99297216,-0.088914746,-0.030211887,-0.047987135,-0.98266478,-0.99691697,-0.99618453,-0.9923862,-0.99252391,-0.9923862,-0.99252391,-0.9913652,-0.99392165,-0.9826676,-0.9774876,-0.9932376,-0.99245718,-0.99598746,-0.9862898,-0.98741066,-0.99664274,-0.9877377,-0.98238758,-0.9953607,-0.98681099,-0.98958136,-0.99511506,-0.9868693,-0.98874921,-0.97495598,-0.99081274,-0.99238162,-0.97809231,-0.98667877,-0.99373065,-0.99138529,-0.99364093,-0.99378235,-0.99269322,-0.98351112,-0.97720028,-0.99196891,-0.99336963
"train_set",29,"WALKING_UPSTAIRS",0.11174503,-0.047675437,-0.070324899,-0.056367904,-0.11210135,0.43439388,0.95126592,-0.19174833,0.11054886,-0.92407106,-0.90924323,-0.61734912,0.36483326,-0.14577275,-0.052083292,-0.14605838,-0.30812756,-0.61809975,0.49585841,-0.29496016,0.21278795,-0.47588997,0.17315343,-0.47431382,-0.044035755,-0.46987066,-0.048866246,-0.44652624,-0.70784048,-0.52625257,0.15458579,-0.089281019,0.15458579,-0.089281019,-0.28080232,-0.23145643,0.11053149,-0.11622383,-0.58494764,-0.70420699,-0.094626843,-0.14896682,-0.17143308,-0.041667477,-0.14871415,0.58831515,-0.21714836,-0.3035458,-0.55492522,-0.14746996,-0.36452803,-0.6835899,-0.35647486,-0.21058543,-0.38521943,-0.51393135,0.34900911,-0.55511997,-0.16503616,-0.19090316,-0.21636931,-0.25635067,-0.30308285,-0.14839816,-0.67556332,-0.76974125
"test_set",2,"LAYING",0.27714817,-0.017613671,-0.10740418,-0.99596232,-0.98768288,-0.99154784,-0.32929296,0.78699735,0.5935264,-0.99844386,-0.99485932,-0.99162341,0.07801449,0.011432439,-0.0082167336,-0.99387426,-0.98473218,-0.99061769,-0.026934905,-0.079410631,0.084496366,-0.99667036,-0.99159447,-0.99006332,-0.098658004,-0.040000544,-0.054629822,-0.99508416,-0.99419426,-0.99466805,-0.99498047,-0.99555631,-0.99498047,-0.99555631,-0.99152008,-0.99136646,-0.99302085,-0.99345303,-0.99529956,-0.99571461,-0.99518263,-0.98617357,-0.99006369,-0.99628341,-0.9882282,-0.99240992,-0.99443229,-0.98517116,-0.98848152,-0.99372316,-0.98523482,-0.99139037,-0.9952164,-0.99299893,-0.99222111,-0.9971292,-0.99072262,-0.99006706,-0.99451448,-0.99622249,-0.99038007,-0.99161196,-0.99424108,-0.99379281,-0.99579464,-0.99545596
"test_set",24,"STANDING",0.28394898,-0.0028083072,-0.095829638,-0.9937683,-0.96769024,-0.97137585,0.95580199,-0.16785665,-0.13487051,-0.99240113,-0.9719685,-0.96952842,0.072231684,0.0041539565,-0.018962352,-0.99080128,-0.98275328,-0.98505547,-0.024438457,-0.074809505,0.080839262,-0.98391998,-0.98442941,-0.9798193,-0.092771267,-0.047761665,-0.046592572,-0.99174073,-0.99562697,-0.99480638,-0.97584452,-0.9717266,-0.97584452,-0.9717266,-0.98671751,-0.98952903,-0.98122503,-0.98467186,-0.99515375,-0.99605612,-0.99219105,-0.97654497,-0.9791165,-0.99449425,-0.964489,-0.96828658,-0.99103892,-0.98269108,-0.9831496,-0.99131833,-0.98406618,-0.98542315,-0.98275352,-0.98943478,-0.98415414,-0.98427205,-0.98184258,-0.98010042,-0.97895938,-0.97100614,-0.98725389,-0.99223102,-0.98773908,-0.98495407,-0.99581094,-0.99628636
"train_set",3,"SITTING",0.27788045,-0.017338655,-0.10617037,-0.99715164,-0.99761552,-0.99162252,0.83527163,0.29002318,0.27046884,-0.99800257,-0.99792116,-0.99937691,0.07415683,0.013589043,0.0099569504,-0.99493142,-0.9945095,-0.99284676,-0.030616536,-0.076141434,0.065446256,-0.99651518,-0.99586651,-0.99673233,-0.096956632,-0.037368754,-0.056634636,-0.99616411,-0.99663095,-0.9957466,-0.99751106,-0.99805252,-0.99751106,-0.99805252,-0.99486489,-0.99658726,-0.99173673,-0.99712838,-0.99736444,-0.99696508,-0.99596642,-0.99538864,-0.99122937,-0.99778484,-0.99810001,-0.9916604,-0.99507472,-0.99437016,-0.99138912,-0.9951885,-0.9950919,-0.99284656,-0.99527437,-0.9954794,-0.99572182,-0.99688012,-0.99608888,-0.99743456,-0.99713999,-0.99843143,-0.99646064,-0.99542367,-0.99743866,-0.99721279,-0.99732432,-0.99624084
"train_set",30,"WALKING",0.27775839,0.0059125598,-0.099937872,-0.43806413,-0.19201404,-0.17769728,0.9646992,-0.16858052,-0.035168797,-0.98916337,-0.96372298,-0.9573108,0.070365089,-0.0025509905,0.021118478,-0.45943875,-0.31037307,-0.60841527,-0.032107453,-0.060750327,0.10136023,-0.44466772,-0.098718683,-0.2585809,-0.12507185,-0.030184967,-0.0049083353,-0.55215834,-0.57988687,-0.52546894,-0.26157404,-0.45783177,-0.26157404,-0.45783177,-0.4329582,-0.42857101,-0.13815588,-0.30380738,-0.55570932,-0.61603714,-0.48000107,-0.23218898,-0.38934214,-0.42223681,-0.22186864,-0.13663604,-0.49679955,-0.31044838,-0.54587919,-0.46797978,-0.36042305,-0.6729976,-0.49210749,-0.30924443,-0.35672914,-0.44089023,0.0034342823,-0.29680959,-0.42139837,-0.56323275,-0.41631256,-0.44590486,-0.44771405,-0.33084761,-0.62370876,-0.63290473
"train_set",22,"WALKING",0.29351602,0.021912034,-0.13376176,-0.06835943,0.14462437,-0.21003665,0.92543531,-0.29918272,-0.0652172,-0.9711288,-0.96381659,-0.96070448,-0.10853539,0.096975092,0.15634655,-0.031863696,0.2662253,-0.22622906,0.027535721,-0.19143058,-0.0025984651,-0.25797109,-0.42856889,-0.13598194,-0.30461277,0.29095136,0.38416904,-0.24104952,-0.6314922,-0.33754998,0.050131652,-0.22607781,0.050131652,-0.22607781,0.040420879,0.076462056,-0.16108139,-0.33109587,-0.47155594,-0.53531065,-0.15734041,0.15277383,-0.20060964,-0.035489978,0.067639532,-0.28024187,-0.11283448,0.11987923,-0.18332162,-0.033140594,0.34086538,-0.26568824,-0.13129197,-0.41476963,-0.047929311,-0.29944604,-0.44119141,-0.24580539,-0.08538475,-0.43902753,0.01823432,0.13992058,-0.489052,-0.34663115,-0.58277805,-0.51037896
